smiles,Kode-1,Kode-2
Cc1c(c(nc(=O)[nH]1)C)CCC(=O)N2CC[C@]([C@@H](C2)C)(C3CCC3)O,C91755206,P143662885
CC(C)N1[C@@H](C(=NC1=O)N)c2cc(c(cc2Br)OC)OC,C94515372,P148145052
CNc1c(c(nc(n1)c2[nH]ccn2)COC)I,C94939544,P148815434
c1c(c(=O)[nH]c(n1)C23CC4CC(C2)CC(C4)C3)C(=O)N5CCC[C@H]5CCO,C91381286,P149758113
CC(=O)Nc1c[nH]nc1[C@H]2CCCN(C2)c3nc(cs3)C(F)(F)F,C95999496,P151185473
CCN1C(=O)/C(=C\c2cc(c(c(c2)Br)O)OCC)/NC1=O,C01408322,P152697369
CC(C)C[C@H]1[C@@H]2[C@@H](C(=O)N(C2=O)CC=C)[C@@]3(N1)c4ccccc4NC3=O,C15972728,P154493568
Cc1ccc(cc1)C(=O)NN[C@@H]2CC(=O)N(C2=O)c3ccc(cc3)Cl,C00857235,P156341922
C1CCN(CC1)C(=O)CSc2[nH+]c3c(c4c(s3)CCCC4)c(n2)N,C00719309,P05211391
CCOc1ccc2c(c1)cc3c(c(sc3[nH+]2)C(=O)N4CCCC[C@@H]4C)N,C00917102,P05234977
Cc1cc(c2cc(c([nH+]c2c1)NCCNC(=O)c3ccc(cc3)Cl)C#N)C,C04964409,P07254842
Cc1cc(c2cc(c([nH+]c2c1)NCCNC(=O)c3cccc(c3)Cl)C#N)C,C04964452,P07254913
CC(=CCC[C@]1([C@](N(C(=O)O1)C2CC([NH2+]C(C2)(C)C)(C)C)(C)O)C)C,C00969382,P12917571
Cc1c(sc2c1c([nH+]c(n2)SCC(=O)N3CCCCCC3)N)C,C01356336,P23340091
c1c2c([nH]c(=O)c1C(=O)NC3(CCCCC3)C[NH+]4CCCC4)CCCCC2,C19292229,P28511886
c1ccc(cc1)[C@@H]2[C@H]([C@@H](C(=C(S2)[NH3+])C#N)c3ccc(cc3)Cl)[N+](=O)[O-],C19874806,P29543271
CCN1CC=C2[C@@H](C1)[C@H](C(C(=C2C#N)[NH3+])(C#N)C#N)c3ccc(cc3)C(C)C,C13479777,P29792412
CCOc1cc(ccc1OC)[C@@H]2Nc3c(c4c(s3)C[C@H](CC4)C)C(=[NH+]2)O,C06439540,P33620611
Cc1c(c(n(n1)c2ccccc2)C)[NH2+][C@H](C)C(=O)c3c[nH]c4c3cccc4,C25175558,P37258061
C[C@@H](c1ccc(cc1Cl)Cl)NC(=O)NCCc2cn3ccccc3[nH+]2,C26288266,P38811004
C[C@H](c1ccccc1Cl)NC(=O)NCCc2cn3ccccc3[nH+]2,C26288424,P38811178
Cc1ccc(cc1)CCNC(=O)[C@@H]2CCCN(C2)c3[nH]c4cc(ccc4[nH+]3)C,C33072035,P48944396
Cc1ccc(cc1)[C@@H]2C=C([NH+]=C3N2NC(=N3)CCCO)c4ccc(cc4)C,C02487985,P57698294
CCOC(=O)c1c(c2c(c3c([nH+]c2s1)CCN(C3)C)c4ccccc4)N,C40570281,P61606257
C[C@H](C(C)C)[NH2+][C@@H](C)C(=O)Nc1cccc2c1C(=O)c3ccccc3C2=O,C16519091,P72670901
c1cc2c(cc1Cl)[nH+]c([nH]2)N3CCC[C@H](C3)C(=O)NC4CCCC4,C33071410,P78899640
Cc1c(sc2c1c(=O)[nH]c(n2)[C@@H](C)[NH2+][C@H](c3ccccc3)c4ccco4)C,C52712251,P78964552
C/C(=N/NC(=O)CSc1[nH]c2ccccc2[nH+]1)/c3ccc4c(c3)CCCC4,C06312163,P80529869
CCCCNC(=O)[C@H]1CCCN(C1)c2[nH]c3ccc(cc3[nH+]2)Br,C33071325,P80672749
Cc1c[nH+]c(c(c1OC)C)CNC(=O)NC23CC4CC(C2)CC(C4)C3,C51755058,P91381663
Cc1cc(c(cc1Oc2cc(ccc2C[NH3+])Br)C)[N+](=O)[O-],C62998194,P96732850
COc1ccc(cc1)NC(=O)NCc2ccc3=[NH+][C@@H]4CCCCC4=c3c2,C63308968,P97230954
CC[C@H](C)NC(=O)[C@@H]1C(=c2cc(ccc2=[NH+]1)C)NC(=O)c3cccc(c3)C,C63752891,P97888900
C[C@@H]1CCc2c(sc(n2)NC(=O)NCCC3=c4ccccc4=[NH+]C3)C1,C63806708,P97972566
Cc1ccc2c(c1)sc3n2c(c(n3)c4ccc(cc4)O)[NH2+]CCOC,C65319303,P100411636
Cc1ccc([nH+]c1)C2(CCN(CC2)C(=O)c3cc4ccc(cc4[nH]3)C(C)C)O,C67789483,P104092899
C[C@@H]1CCCC[C@@H]1NC(=O)NC(=O)C[NH+](C)Cc2c(cccc2Cl)F,C69216870,P106423723
c1cc(ccc1C2(CC2)NC(=O)NCc3cn4cc(ccc4[nH+]3)Cl)Cl,C70059684,P107991174
CCc1ccc(c(c1)[N+](=O)[O-])Oc2cc(ccc2C[NH3+])Br,C70497909,P108743856
CCc1c(c2cc(ccc2[nH]1)CNC(=O)c3ccccc3c4[nH+]ccn4C)C,C71763477,P111193245
CC1CCC2(CC1)C(=O)N(C(=O)N2)C[NH2+][C@@H](c3ccc(cc3)F)C(C)(C)C,C71939051,P111637478
CC/C(=N/Nc1[nH+]c2cc(c(c(c2s1)C)NC(=O)c3ccccc3)C)/C,C78397692,P122292925
CN(Cc1ccc(cc1)Cl)C(=O)NCCc2[nH]c3ccccc3[nH+]2,C55065502,P122404160
Cc1cc[nH+]cc1NC(=O)N[C@@H](c2ccccc2)c3ccccc3OC,C89281611,P139625536
CCC(CC)NC(=O)Nc1c(c([nH+]n1C)C)c2ccc(cc2)Br,C89943179,P140592430
c1ccc2c(c1)c(cc[nH+]2)Oc3cccc(c3)NC(=O)Cc4ccc[nH]4,C90050441,P140745562
Cc1ccc(c[nH+]1)OCC#CCNC(=O)Nc2ccc(c(c2)Cl)Cl,C90742687,P141953718
CC[C@@]1([C@H](C[C@@H]1Oc2c(cc(cc2Br)Cl)[N+](=O)[O-])[NH3+])C,C90861317,P142117302
C[C@@H](c1ccc(cc1)c2ccc[nH+]c2)NC(=O)Nc3ccc4c(c3)COC4,C92163606,P144306316
CCCc1c2c(n(n1)C)n(c([nH+]2)N)c3ccc(c(c3)C)Br,C92580531,P144910910
Cc1cc2cc(oc2cc1C)C[NH+](C)[C@@H](C)c3cccc(c3)S(=O)(=O)N,C92585648,P144916013
CC[C@H]1C(=O)Nc2ccc(cc2O1)[C@H](C)NCc3cc([nH+]c4c3cccc4)C,C95985470,P151165175
c1cc(c(cc1I)[N+](=O)[O-])OCC2(CCCC2)[NH3+],C97351151,P154164492
CC(C)n1c(c(cn1)Br)[C@H](c2c(nns2)C(C)(C)C)[NH3+],C97422228,P154305832
CCCc1c(c(nc([nH+]1)c2cc3c(c(c2)Cl)OCO3)N)Br,C97624944,P154740638
c1c(cc(c(c1[N+](=O)[O-])O[C@@H]2C[C@@H](C23CCCC3)[NH3+])Br)Cl,C97647880,P154798590
CCC1([C@H](C[C@H]1Oc2c(cc(cc2Br)Cl)[N+](=O)[O-])[NH3+])CC,C97647893,P154798603
C[C@H](c1ccc(c(c1)Cl)F)[NH2+]Cc2[nH]c(=O)c3c(n2)c4ccccc4o3,C98123344,P155980861
CS(=O)(=O)N1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(c(c3)[N+](=O)[O-])N4CCCC4,C08741510,P13596706
c1cc(ccc1S(=O)(=O)N2CCC[C@@H]2C(=O)Nc3nnc(o3)c4ccc5c(c4)OCCO5)Cl,C08977870,P13783784
[H]/N=C\1/C(=C\c2cc(n(c2C)c3cc(ccc3C)[N+](=O)[O-])C)/C(=O)N=C4N1N=C(S4)CC(=O)N5CCCC5,C09245039,P14237753
CC1(Cc2c(sc3c2c4ncnn4c5n3c(nn5)SCC(=O)NC[C@H]6CCCO6)CO1)C,C09479739,P14521557
Cn1c2cc(c(cc2n(c(=O)c1=O)C)N3CCCC3)NC(=O)c4cc(c(c(c4)OC)OC)OC,C09561496,P14721231
Cn1c2ccc(cc2c(=O)n(c1=O)C)S(=O)(=O)N(C)CC(=O)Nc3ccc(c(c3)Cl)OC,C09636548,P14767011
c1cc(sc1)S(=O)(=O)N2CCCC[C@H]2C(=O)Nc3nnc(o3)c4ccc5c(c4)OCO5,C09701720,P14858071
c1cc(sc1)S(=O)(=O)N2CCCC[C@@H]2C(=O)Nc3nnc(o3)Cc4ccc5c(c4)OCO5,C09702164,P14858546
C[C@@H]1C[C@H](CN(C1)S(=O)(=O)c2ccc(cc2)C(=O)Nc3nnc(o3)Cc4ccc5c(c4)OCCO5)C,C09702319,P14858714
C[C@@H](C(=O)N1CC(=O)Nc2c1ccc(c2)C(F)(F)F)OC(=O)/C=C/c3cn(c(=O)n(c3=O)C)C,C10938814,P16423100
Cc1cc(c2cnn(c2n1)C(C)C)C(=O)Nc3cc(ccc3OC)S(=O)(=O)N4CCOCC4,C10959635,P16444292
Cc1ccc(cc1)N2C[C@@H](CC2=O)C(=O)Nc3c4c(nn3c5ccc(cc5)[N+](=O)[O-])CS(=O)(=O)C4,C12033002,P17739893
C[C@H](c1ccc2c(c1)OCCO2)NC(=O)N3CCN(CC3)S(=O)(=O)c4cc(ccc4OC)OC,C12870626,P18906500
c1ccc2c(c1)N(C[C@@H](O2)C(=O)N3CCOCC3)CC(=O)Nc4ccc(cc4[N+](=O)[O-])Cl,C15047950,P22864808
c1ccc(cc1)S(=O)(=O)N2CCOC23CCN(CC3)C(=O)C(=O)Nc4ccccc4[N+](=O)[O-],C15882641,P23977797
COc1ccc(cc1OC)[C@@H]2CC3=C([C@H](n4c(ncn4)N3)c5cc6c(cc5[N+](=O)[O-])OCO6)C(=O)C2,C18198620,P27207727
c1cc(ccc1N2C[C@H](CC2=O)c3nnc(s3)NC(=O)c4cc(cc(c4)[N+](=O)[O-])[N+](=O)[O-])Cl,C20576132,P30708872
Cc1ccc(cc1)N2C[C@H](CC2=O)C(=O)N3CCC(CC3)C(=O)Nc4ccc(cc4[N+](=O)[O-])OC,C21449298,P32001540
c1ccc2c(c1)c3c([nH]2)[C@H](N4[C@H](C3)C(=O)N(CC4=O)CCN5CCOCC5)c6cccc(c6)[N+](=O)[O-],C16032731,P39886249
c1cc(ccc1NC(=O)[C@H]2[C@@H]3[C@@H]([C@H]4N2N=CC=C4)C(=O)N(C3=O)c5ccc(cc5)[N+](=O)[O-])Cl,C16039136,P40338469
Cc1nc2c(n1[C@@H]3CCS(=O)(=O)C3)cc(nc2C(=O)Nc4ccc5c(c4)OCCO5)c6ccco6,C32642068,P48351275
C[C@H]1CCCCN1S(=O)(=O)c2ccc(cc2)C(=O)Nc3cc4c(cc3[N+](=O)[O-])OCCO4,C32994622,P48839293
C[C@H]1CN(C[C@@H](O1)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)S(=O)(=O)N4CCOCC4,C32996119,P48841778
c1ccc(cc1)CNC(=O)[C@H]2COC3(N2C(=O)c4ccco4)CCN(CC3)C(=O)c5ccc6c(c5)OCO6,C35988246,P53432260
c1cc2n(c(=O)c1)C[C@H]3C[C@@H]2CN(C3)c4ccc(cc4[N+](=O)[O-])C(=O)Nc5ccc6c(c5)OCCO6,C08662245,P53761216
Cc1c(c(=O)n(n1C)c2ccccc2)N3C(=O)/C(=C/c4cc(c(c(c4)OC)O)[N+](=O)[O-])/SC3=S,C36617134,P54420135
COc1ccc(cc1)S(=O)(=O)N2CCOC23CCN(CC3)C(=O)Nc4cccc(c4OC)OC,C38634185,P58480346
c1cc(c(cc1S(=O)(=O)N2CCCCC2)[N+](=O)[O-])N3CCC[C@@H](C3)C(=O)Nc4nncs4,C40151414,P60937079
[H]/N=C\1/C(=C/c2cccn2c3cccc(c3)[N+](=O)[O-])/C(=O)N=C4N1N=C(S4)COc5ccccc5C,C41108294,P62384477
Cc1cc(no1)NC(=O)[C@H](c2ccccc2)N3CCN(CC3)S(=O)(=O)c4cccc5c4nsn5,C19099887,P68722254
[H]/N=C/1\C(=C\c2ccc(o2)c3ccc(cc3)[N+](=O)[O-])\C(=O)N=C4N1C(=NS4)S(=O)(=O)CC(C)C,C20206987,P74174930
[H]/N=C\1/C(=C\c2ccc(c(c2)OC)Oc3ccc(cc3[N+](=O)[O-])C(F)(F)F)/C(=O)N=C4N1N=CS4,C16265045,P83628699
[H]/N=C\1/C(=C/c2ccc(o2)c3ccc(cc3[N+](=O)[O-])OCC)/C(=O)N=C4N1N=C(S4)C(F)(F)F,C41076284,P85964898
CN1CCc2cc3c(c(c2[C@@H]1c4nnnn4c5ccccc5C(=O)NCc6ccco6)OC)OCO3,C15415022,P89614611
CCCC(=O)Nn1cc2c(c1c3cc(ccc3Br)[N+](=O)[O-])c(=O)n(c(=O)n2C)C,C59103644,P89622841
Cc1cc(c(n1c2cc(ccc2OC)[N+](=O)[O-])C)/C=C/3\C(=O)NC(=O)N(C3=O)c4ccc(cc4)F,C59135300,P89724997
[H]/N=C/1\C(=C\c2cc(n(c2C)c3cc(ccc3OC)OC)C)\C(=O)N=C4N1C(=NS4)S(=O)(=O)CC,C20206940,P97458428
[H]/N=C\1/C(=C\c2cccn2c3ccc(cc3)[N+](=O)[O-])/C(=O)N=C4N1N=C(S4)COc5ccccc5C,C32964325,P97465081
[H]/N=C\1/C(=C\c2ccc(cc2)OCc3ccc(cc3)[N+](=O)[O-])/C(=O)N=C4N1N=C(S4)N5CCCC5,C20356345,P97496835
CCOC(=O)C1CCN(CC1)C(=O)[C@H]2CCCN2S(=O)(=O)c3cc4c(cc3Cl)NC(=O)CO4,C35482400,P99022940
Cc1ccc(cc1[N+](=O)[O-])c2c3c(c4n2CCO[C@H]4c5cccc(c5)O)n(c(=O)n(c3=O)C)C,C64787635,P99551467
COc1ccc(cc1)S(=O)(=O)N2CCC[C@H]2c3nnc(s3)C(=O)Nc4ccc5c(c4)OCO5,C64941099,P99783068
Cc1cc(n(n1)Cc2cccc(c2)c3nc4c5c(ncn4n3)Oc6c(c([nH]n6)C)[C@H]5c7cnn(c7)C)C,C36611928,P112432822
CCn1c(cc(n1)c2nc3c4c(ncn3n2)Oc5c(c([nH]n5)C)[C@H]4c6cnn(c6)C)C(F)(F)F,C22706343,P112432875
Cc1c(c2nnc3c(n2n1)ccn(c3=O)NC(=O)c4ccc5c(c4)OCCO5)c6ccc(cc6)F,C72471114,P112744472
c1cc(c(cc1S(=O)(=O)N2CCOCC2)NC(=O)c3ccc(s3)[N+](=O)[O-])N4CCOCC4,C09562401,P126250403
COc1ccc(cc1NC(=O)[C@H]2CC(=O)N(C2)c3ccc4c(c3)OCCO4)S(=O)(=O)N5CCCCC5,C15318720,P126552015
c1cc2c(cc1CNS(=O)(=O)c3cc(cs3)c4nc(on4)C(=O)N5CCOCC5)OCO2,C65097524,P150810200
[H]\N=C\1/C(=C\c2ccc(cc2)OC(=O)c3cccc(c3)OC)/C(=O)N=C4N1C(=NS4)S(=O)(=O)C,C96459954,P152315789
[H]\N=C\1/C(=C\c2ccc(c(c2)OC)OC(=O)c3ccc(cc3)C)/C(=O)N=C4N1C(=NS4)S(=O)(=O)C,C96459983,P152315840
C([C@H]1[C@@H]([C@@H]([C@@H]([C@@H](O1)O[C@@H](C=O)[C@@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O,C04556623,P06220674
c1cc(ccc1CC(=[NH2+])N)NC(=O)c2ccc(cc2)C(=O)Nc3ccc(cc3)CC(=[NH2+])N,C01685586,P06757182
c1cc(ccc1NC(=O)CCCC(=O)Nc2ccc(cc2)S(=O)(=O)N)S(=O)(=O)N,C02131881,P09195013
COc1ccc(cc1)NS(=O)(=O)c2cccc(c2)NC(=[NH2+])NC(=[NH2+])N,C05598755,P09704943
CC1(NC(=[NH2+])NC(=[NH2+])N1c2cccc(c2)OCCCOc3ccc(cc3)NC(=O)CBr)C,C08627516,P13217831
CCNS(=O)(=O)c1ccc(c(c1)SSc2cc(ccc2N)S(=O)(=O)NCC)N,C09060639,P14012781
c1ccc(cc1)COc2ccccc2/C=N/Nc3nc4c(nc[nH+]c4n3[C@H]5[C@@H]([C@@H]([C@H](O5)CO)O)O)N,C09886207,P15113095
c1ccc2c(c1)c(c(o2)C(=O)N)NC(=O)COCC(=O)Nc3c4ccccc4oc3C(=O)N,C11853062,P17530944
c1cc(ccc1N)S(=O)(=O)NCCCCCCNS(=O)(=O)c2ccc(cc2)N,C01621087,P25592350
C=CCc1cccc(c1O)/C=N/Nc2nnc(n2N)SCC(=O)N,C20527524,P30602310
c1ccc2c(c1)c(c[nH]2)/C=N/Nc3[nH]nc(n3)SCCC(=O)Nc4ccc(cc4)S(=O)(=O)N,C20833030,P31083330
c1ccc2c(c1)cccc2/C=N/Nc3nnc(n3N)SCC(=O)Nc4ccc(cc4)S(=O)(=O)N,C20913107,P31227023
CC1(CC(CC([NH2+]1)(C)C)NC(=O)CSc2nnc(n2N)N/N=C/c3ccc(cc3)C(=O)OC)C,C20914319,P31228394
c1ccc2c(c1)ccc(c2/C=N/Nc3nnc(n3N)SCC(=O)NNC(=O)C(F)(F)F)O,C20917045,P31231390
c1ccc(cc1)Cn2c(c(c(=O)[nH]c2=O)N(CCC3=CCCCC3)CCC(=O)NC(=O)N)N,C22376162,P33260405
c1cc(cc(c1)OCC(=O)N)NC(=O)CCNc2ccc(cc2[N+](=O)[O-])S(=O)(=O)N,C25671803,P37928388
CC[C@@H](CCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)C(C)(C)O,C31164859,P45892283
c1ccc(cc1)CCOc2ccc(cc2)C(=O)NC(=S)Nc3ccc(cc3)S(=O)(=O)N=C(N)N,C14041699,P49737516
COc1cc(ccc1O[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)[C@@H]3[C@@H](c4cc(cc(c4O3)O)CCCO)CO,C35271108,P52332896
COc1ccc(cc1O)CCc2cc(c(c(c2)OC)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O,C35457676,P52610971
c1ccc(cc1)COCc2ccc(cc2)CN(CC(=O)NC(=O)N)CC(=O)NC(=O)N,C36395858,P54114282
c1cc(ccc1OC[C@@H](C[NH2+]C[C@H]2CCCO2)O)OC[C@@H](C[NH2+]C[C@@H]3CCCO3)O,C04262952,P56758668
c1cc(c(cc1[C@@H](C[NH2+]CCCCCC[NH2+]C[C@H](c2ccc(c(c2)O)O)O)O)O)O,C03872807,P56792812
c1cc(ccc1OC[C@@H](C[NH2+]C[C@H]2CCCO2)O)OC[C@H](C[NH2+]C[C@@H]3CCCO3)O,C13151613,P57492567
c1ccc(cc1)C[C@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)CCl)N,C13551978,P58177258
CCOC(=O)c1ccc(cc1)NC(=O)CS[C@@H]2NN[C@H](N2[NH3+])[C@@H]3C=C(N=N3)c4ccccc4,C39016950,P59117071
COc1ccc2c3c1O[C@@H]4[C@]3(CCN(C2)c5nc(nc(n5)OCC[NH3+])OCC[NH3+])C=C[C@@H](C4)O,C39293320,P59528624
c1ccc(cc1)NC(=O)CC[C@@H]2CNC(=O)[C@H]3[NH+]2C[C@H](C3)[NH2+]Cc4ccc(o4)CO,C22922283,P60645489
c1cc(ccc1CNc2c(c([nH+]cn2)NCCC[NH+]3CCOCC3)N)F,C40756752,P61888231
CCOc1ccc(cc1)Nc2c(c(nc[nH+]2)NCC[NH+]3CCOCC3)N,C40782725,P61928776
C/C=C/C#CC#C[C@@H]([C@H](/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,C44460324,P67106731
C/C=C/C#CC#C[C@H]([C@H](/C=C/CCCO)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)O,C44460325,P67106732
CCCCC[C@H](C=C)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O,C49600285,P74082775
CCCCCCCCCCCCO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C16051829,P88691609
c1ccc(cc1)NC(=S)N/N=C/[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,C59371122,P90279802
c1ccc2=[NH+]CC(=c2c1)C[C@@H](C(=O)[O-])NC(=O)CS[C@H]3NN[C@@H](S3)[NH2+]Cc4ccco4,C64684766,P99360709
c1cc(ccc1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)O)O[C@@H]3[C@@H]([C@@H]([C@@H]([C@@H](O3)CO)O)O)O)O)O)O,C67911168,P104262427
CC(=CCC/C(=C/CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO[C@H]2[C@@H]([C@](CO2)(CO)O)O)O)O)O)/C)C,C67913248,P104265519
C([C@@H]([C@@H]([C@@H](/C(=N/NC(=S)N)/C=N\NC(=S)N)O)O)O)O,C16923900,P112656165
c1ccc(cc1)C[NH+](CCC(=O)N)CC(=O)Nc2ccccc2C(=O)N,C73275911,P114043924
c1cc[nH+]c(c1)CCNC(=O)NCCC[NH+]2CCC[C@H](C2)C(=O)N,C76693506,P119644097
C[C@@H]1CCN([C@@H](C1)C(=O)[O-])C(=O)[C@H](CCC[NH+]=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@@H](C3)C,C13761969,P140211678
C[C@@H]1CCN([C@@H](C1)C(=O)[O-])C(=O)[C@H](CCC[NH+]=C(N)N)NS(=O)(=O)c2cccc3c2NC[C@H](C3)C,C13761967,P140211679
C[NH+](CCCc1c(c(n[nH]1)N)C#N)Cc2ccc(cc2[N+](=O)[O-])C(=O)N,C89943101,P140597171
C[C@@H]1C[NH+](C[C@H](O1)C)C[C@@H](C[NH+](C)CCCc2c(c(n[nH]2)N)C#N)O,C89943836,P140600257
c1c(nc(s1)NC(=[NH2+])N)C[S@](=O)CC/C(=N\S(=O)(=O)N)/N,C22056704,P141830282
c1ccc(cc1)/C(=[NH+]/C=C/N=C(/c2ccc(cc2)OS(=O)(=O)CCO)\N)/N,C96332210,P151984351
CC(C)[NH2+]C[C@@H](COc1cccc2c1c3ccccc3[nH]2)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)[O-])O)O)O,C96341983,P152008487
c1ccc(c(c1)/C=N\NC(=O)c2c(n(nn2)c3c(non3)N)CNc4ccccc4C(=O)N)Cl,C35078958,P154441964
c1ccc(c(c1)C(=O)N)NCc2c(nnn2c3c(non3)N)C(=O)N/N=C\c4cccc(c4)Cl,C97494898,P154445529
Cc1c(c2cc(ccc2n1C(=O)c3ccc(cc3)Cl)OC)CC(=O)Nc4ccc(cc4)NC(=O)C,C01483962,P04831780
c1cc(c(cc1NC(=O)CSc2nnc(s2)NC(=O)c3ccc(o3)Br)Cl)Cl,C08822210,P13546551
Cc1cc(ccc1NC(=S)NC(=O)c2ccc(c(c2)[N+](=O)[O-])N3CCCCC3)Br,C08833008,P13560680
Cc1ccc(cc1)/C=c\2/c(=O)n3c(=C([C@H](C(=C3N)C(=O)OC)c4ccc(cc4)C)C(=O)OC)s2,C01249519,P13919099
Cc1ccc(cc1)NC(=O)Cn2cc(c3c2cccc3)/C=C/4\C(=O)N(C(=O)N4)Cc5ccc(cc5)Cl,C09263291,P14191149
c1ccc(cc1)[C@H]2[C@H](Sc3nnc(n3N2)COc4ccccc4)C(=O)Nc5ccc(cc5)Cl,C09295251,P14244721
CNC(=O)NC(=O)CSC1=N/C(=C\c2ccc(cc2)Cl)/C(=O)N1c3cccc(c3Cl)Cl,C09456780,P14486374
CCc1ccccc1NC(=O)C(=O)Nc2ccc3c(c2)N(CCC3)S(=O)(=O)c4ccc(cc4)C,C09739310,P14909385
CC(=O)Nc1cccc(c1)NC(=O)c2ccc3c(c2)CCCN3S(=O)(=O)c4ccc(cc4)Cl,C13583921,P20919055
COc1ccc(cc1C(=O)NC(=S)Nc2ccc(cc2Br)[N+](=O)[O-])Br,C14275240,P21875412
C[C@]12c3c(c4ccccc4[nH]3)CCN1C(=O)N(C2=O)c5ccccc5C(=O)NCCc6ccccc6,C02108781,P24101857
C[C@]12c3c(c4ccccc4[nH]3)CCN1C(=O)N(C2=O)c5cccc(c5)C(=O)NCCc6ccc(cc6)F,C02112369,P24103659
CC(=O)Nc1ccc(cc1)N2[C@@H](/C(=C(\c3ccc(cc3)Cl)/O)/C(=O)C2=O)c4ccc(cc4)OC,C09331206,P25535871
c1cc(cc(c1)S(=O)(=O)/N=C/2\CCCCCN2)NS(=O)(=O)c3cc(sc3Cl)Cl,C20627856,P30798821
COc1ccccc1[C@H]2CC(=C3C(=O)NC(=O)N(C3=O)CCc4ccccc4)Nc5ccccc5S2,C20899143,P31207002
COc1ccccc1[C@@H]2CC3=C([C@@H](Nc4ccccc4N3)c5cc(c(cc5OC)OC)OC)C(=O)C2,C21238651,P31698088
CC(=O)N1CCc2c1ccc(c2)NC(=O)c3cc4ccccc4cc3NS(=O)(=O)c5cccs5,C22508935,P33469549
Cc1cccc(c1)N2CCN(CC2)C(=O)CSc3nc4c(c(cs4)c5ccccc5)c(=O)n3N,C24778305,P36671369
c1ccc2c(c1)CC[C@@]23C(=O)N(C(=O)N3)CC(=O)NCc4ccc(o4)c5ccc(cc5)Br,C24895954,P36840976
c1ccc(cc1)c2ccc(cc2)C(=O)N3C[C@@H]4C[C@H](C3)c5ccc(c(=O)n5C4)NC(=O)Nc6ccccc6,C06137741,P45877017
CC(C)(C)c1ccc(cc1)[C@H]2C3=C(CN(C3=O)CC(=O)N[C@@H]4CCCc5c4cccc5)N(C(=O)N2)C,C34792556,P51627588
c1ccc2c(c1)C[C@@H]3C(=O)N(C(=O)N3C2)c4cccc(c4)C(=O)NCCc5c[nH]c6c5cc(cc6)Cl,C36576184,P54361477
C[C@@H]1CCc2c(sc(c2C(=O)NC)NC(=O)c3ccc(cc3)S(=O)(=O)N(C)C4CCCCC4)C1,C12064291,P55991555
C[C@H]1c2cc3c(cc2OC(=O)[C@@H]1CC(=O)NCCc4c[nH]c5c4cc(cc5)OC)oc6c3CCCC6,C38776125,P58714766
COc1cccc(c1)C[C@@H]2Nc3cccnc3N2C4CCN(CC4)C(=O)Cc5c[nH]c6c5cccc6,C39356453,P59633277
c1ccc(cc1)N2[C@H](c3c(=O)c4cc(ccc4oc3C2=O)Br)c5ccc(cc5)OCC(=O)N,C39875626,P60499817
Cc1cc(c2c(c1)occ2CC(=O)Nc3c(c4c(s3)C[C@@H](CC4)C)C(=O)N[C@@H]5CCS(=O)(=O)C5)C,C39883672,P60508702
Cc1ccc2c(coc2c1C)CC(=O)Nc3c(c4c(s3)C[C@@H](CC4)C)C(=O)N[C@@H]5CCS(=O)(=O)C5,C39883926,P60508956
Cc1ccccc1OCC(=O)NN2[C@H](Nc3ccc(cc3C2=O)Br)c4ccc(cc4)OC,C39920595,P60567665
c1ccc(cc1)C(c2ccccc2)N3CCN(CC3)c4c(c(ncn4)Oc5cccc6c5nccc6)N,C40729690,P61828635
Cc1c\2c(oc1C(=O)Nc3ccccc3Br)CCC/C2=N\NC(=O)c4cccc(c4)OC,C40822375,P61976312
C=CCOc1ccccc1C(=O)[C@@H]2[C@H]3CCCN3[C@]4([C@]25c6ccccc6NC5=O)c7ccccc7NC4=O,C43746443,P66122918
CCCOc1cccc(c1)C(=O)[C@@H]2[C@H]3CCCN3[C@]4([C@]25c6ccccc6NC5=O)c7ccccc7NC4=O,C43746474,P66122957
COc1ccccc1NC(=O)N2CCC(CC2)CNS(=O)(=O)c3ccc(s3)Br,C43962170,P66439736
