smiles,Kode-1,Kode-2
CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc1ccc(cc1)OS(=O)(=O)[O-])C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N[C@@H](CCSC)C(=O)N,C98229806,P156228082
CC(=O)N[C@H](CC(=O)O)C(=O)N[C@H](Cc1ccc(cc1)OS(=O)(=O)[O-])C(=O)N[C@@H](CCSC)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3c2cccc3)C(=O)N[C@@H](CCSC)C(=O)N,C98229807,P156228083
CCc1c(nc2ncnn2c1N3CCC(CC3)C(=O)Nc4cc(ccc4C)F)C,C04898119,P07141164
c1cc(cc(c1)Cl)c2n[nH]c(=S)n2/N=C/c3ccc(c(c3)[N+](=O)[O-])Cl,C05763067,P08611808
C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O[N+](=O)[O-],C05921035,P08862682
c1ccc(cc1)S(=O)(=O)Nc2c(nc3ccccc3n2)n4cnc5c4cccc5,C00754181,P09189878
c1cc(ccc1C2(CCCC2)C(=O)Nc3ccc(cc3)N4CCOCC4)[N+](=O)[O-],C10372868,P15743607
c1cc(cc2c1cc[nH]2)c3nc(on3)C(=O)N4CCN(CC4)c5ccc(cc5)Cl,C12324248,P18205540
Cc1cc(n2c(n1)cc(n2)[C@@H]3CCCN(C3)C(=O)c4cc(n[nH]4)C(C)C)C(F)(F)F,C12088414,P20346239
Cc1ccccc1n2cnnc2S[C@H](C)C(=O)N3c4ccccc4NC(=O)C3(C)C,C17103924,P25718593
CC1=C([C@H](C2=C(N1)C[C@H](CC2=O)c3ccco3)c4ccc5c(c4)OCO5)C(=O)OC,C01032636,P29634075
CC[C@H](C)Nc1c2c(c3c4c(c(nc3s2)N5CCOCC5)COC(C4)(C)C)ncn1,C20358048,P30331072
Cc1ccc(cc1C)[C@@H]2CC(=O)Nc3c2c(nn3c4nc(cnn4)c5ccc(cc5)F)C,C21726753,P32353487
CCn1c2ccc(cc2[nH]c(=O)c1=O)C(=O)/N=c/3\n(ccs3)Cc4ccc(cc4)C,C22834114,P33888871
Cc1ccc2nc(cc(=O)n2c1)CN3C(=O)[C@](NC3=O)(C)c4ccc(cc4Cl)Cl,C25074920,P37088201
C[C@@]1(C(=O)N(C(=O)N1)CC(=O)N2c3ccccc3Sc4c2cccc4)c5ccco5,C31768058,P46800189
CCOc1ccc(cc1)NC(=O)[C@H]2CCCN(C2)c3c4c(c(oc4ncn3)C)C,C32959946,P48789886
Cc1cccc(c1C)N2CCN(CC2)S(=O)(=O)c3ccc(o3)c4c(c(n[nH]4)C)C,C33262023,P49189609
c1ccc2c(c1)c(=O)n(c(n2)CSc3c4c(nc[nH]4)ncn3)c5ccccc5Cl,C18275801,P56652829
Cc1cccc(c1)[C@H](c2c(n3c(s2)nc(n3)c4ccco4)[O-])[NH+]5CCOCC5,C23666910,P56771231
c1ccc(c(c1)[C@H](c2c(n3c(s2)nc(n3)c4ccco4)O)N5CCOCC5)Cl,C22851861,P56774743
C[NH+]1CCN(CC1)[C@H](c2ccccc2Cl)c3c(n4c(s3)nc(n4)c5ccco5)[O-],C22795474,P56775789
CCOc1ccccc1[C@H]2C3=C(c4ccccc4O2)N=C5NC=NN5[C@H]3c6cccnc6,C08659590,P57510990
[H]/N=C/1\[C@H](C2=CCN(C[C@H]2[C@H](C1(C#N)C#N)c3ccc(cc3)CC)C(=O)OCC)C#N,C00803743,P57679000
c1ccc(cc1)[C@H]2C=C([NH+]=C3N2[N-]C(=N3)N4C(=O)[C@H]5CC=CC[C@@H]5C4=O)c6ccccc6,C02245299,P57767519
CCn1c(=O)c2c(c3ccccc3[nH]2)nc1SCC(=O)N4C[C@H](O[C@H](C4)C)C,C18010842,P58368953
Cc1ccc(c(c1)C)NC(=O)N2CCN(CC2)c3cc(ncn3)N4CCC(CC4)C,C38540909,P58969666
c1ccc2c(c1)N[C@H](O2)[C@H]3CCCN(C3)C[C@@H]4C=NN=C4c5ccc6c(c5)OCO6,C39356541,P59633297
C[C@]12CC[C@H](C1(C)C)C[C@H]2NC(=O)CSc3nnc4n3c5ccccc5c(=O)n4C,C16547700,P59785707
CN1c2ccc(cc2C(=C3CCCC3)C1=O)S(=O)(=O)Nc4ccc5c(c4)OCO5,C45895132,P69121426
c1cc2c(cc1/C=C/C(=O)Nc3ccc4c(c3)C(=O)N5CCCC[C@H]5CCO4)OCO2,C49030363,P73244009
CCOc1ccc(cc1)[C@@H]2[C@@H]3[C@@H](n4c([nH+]cn4)N=C3c5ccccc5O2)c6cccnc6,C49937114,P74656923
CC(C)(C)C(=O)N1CCC(CC1)C(=O)N2CCc3c(c4cc(ccc4[nH]3)C(=O)OC)C2,C25454210,P88809811
Cc1c(noc1c2c(sc(c2S(=O)(=O)Nc3ccc4c(c3)OCO4)C)C)C,C64845831,P99641261
Cc1c2c(n(n1)c3ccc(nn3)N4CCCCC4)NC(=O)C[C@@H]2c5ccc(cc5)Cl,C65364078,P100473079
Cc1c2c(n(n1)c3ccc(nn3)N4CCCCC4)NC(=O)C[C@@H]2c5ccccc5Cl,C65364728,P100473823
c1ccc2c(c1)nc(o2)C3CCN(CC3)CN4C(=O)C5(CCCCCCC5)NC4=O,C69005236,P106003581
Cc1cc(n(n1)c2ccc(cn2)CNC(=O)N3CCN(CC3)c4ccccc4Cl)C,C71931558,P111618712
C[C@H]1C[C@@]2(CC(C1)(C)C)C(=O)N(C(=O)N2)CN3CCCN(CC3)c4ccc(cc4)OC,C71966774,P111696409
CC(C)(C)c1cc([nH]n1)C(=O)N2CCC[C@@H](C2)n3c(=O)ccc(n3)c4cccs4,C72334938,P112434721
C[C@@H](c1nnc(o1)c2cccs2)Sc3nnc(o3)c4c[nH]c5c4cccc5,C06842984,P123844156
c1ccc(cc1)S(=O)(=O)/N=c/2\[nH]c3ccccc3n2S(=O)(=O)c4ccccc4,C05889590,P126224893
Cc1ccc(cc1C)n2c(=O)ccc(n2)N3CCN(CC3)C(=O)c4cc5ccccc5[nH]4,C35426633,P134095421
CC1([C@@H]([C@@H]2CC[C@@H](N2C(=O)O1)[C@@H](c3ccccc3)O)c4ccc(cc4)[N+](=O)[O-])C,C33995255,P139527993
CC(C)(C)NC(=O)N(C)CC(=O)N1[C@@H](CC(=N1)c2cccn2C)c3ccccc3,C37446479,P151786861
CC(C)c1ccc(cc1)NC(=O)Cn2c(=O)n3cnc4c(c3n2)c5c(s4)CCCC5,C64945623,P151932363
c1c/c(=N/S(=O)(=O)c2cc(cs2)c3nc(on3)C4CCCC4)/[nH]cc1Cl,C35512749,P151952443
CCCNC(=O)N1CCCN(CC1)C2=NS(=O)(=O)C(=C2C)c3ccc(c(c3)C)C,C65271972,P152119783
Cc1c2c(n(n1)c3ccc(nn3)Cl)N=C(C[C@H]2c4cccc(c4)OC(C)C)O,C32093769,P153170166
c1cc2c(nc1)n(c(n2)c3ccco3)[C@H]4CCN(C4)C(=O)NCc5ccc(cc5)F,C97112279,P153740833
c1ccc2c(c1)cc([nH]2)[C@@H]3CCCCN3S(=O)(=O)c4ccc(cc4)N5CCOC5=O,C97597152,P154687749
Cc1c2c(n(n1)c3ccc(nn3)Cl)NC(=O)C[C@@H]2c4ccc(cc4)OC(C)C,C32093316,P155463867
c1cc(c(cc1NC(=S)N2CCN(CC2)c3ccc(c[nH+]3)[N+](=O)[O-])Cl)Cl,C04299399,P05655432
Cc1cc(c2c(c1)cc(c(=O)[nH]2)[C@@H](c3nnnn3C4CCCC4)[NH+]5CCC[C@H](C5)C)C,C05595736,P08363511
C[C@@H]1CCC[C@H]([NH+]1CCNc2nc3ccccc3c4n2nc(n4)c5cccnc5)C,C06805448,P10738098
Cc1ccc(c2c1cc(c(=O)[nH]2)[C@@H](c3nnnn3C4CCCC4)[NH+]5CCC[C@@H](C5)C)C,C00894114,P12879814
Cc1ccc(c2c1cc(c(=O)[nH]2)[C@@H](c3nnnn3C4CCCCC4)[NH+]5CCCC5)C,C00910073,P12893900
CCC(C)(C)n1c(nnn1)[C@H](c2cc3ccc(c(c3[nH]c2=O)C)C)[NH+]4CCC(CC4)C,C00909141,P12898486
CCC(C)(C)n1c(nnn1)[C@@H](c2cc3c(ccc(c3[nH]c2=O)C)C)[NH+]4CCCCC4,C00910075,P12898957
Cc1ccc2cc(c(=O)[nH]c2c1C)[C@@H](c3nnnn3C4CCCC4)[NH+]5CCCCCC5,C00889558,P12901407
Cc1c(n(c2c1c3nc(nn3cn2)c4ccc5ccccc5c4O)Cc6cc[nH+]cc6)C,C09341016,P14317273
c1ccc(c(c1)c2cc(=O)[nH]c(n2)N3CC[NH+](CC3)Cc4ccc5c(c4)OCO5)Cl,C13592660,P20937638
c1cc2c(c(c1)Cl)c3c([nH]2)c(ncn3)N4CC[NH+](CC4)Cc5ccc6c(c5)OCO6,C13811266,P21272396
Cc1ccc(cc1)c2nc(on2)[C@@H]3Cc4c([nH]cn4)C[NH+]3Cc5cccc(c5)C#N,C15675550,P23656620
Cc1ccc2cc(c(nc2c1)O)[C@H](c3nnnn3C(C)(C)C)[NH+]4CCCCCC4,C08578927,P27117560
CCc1cc(no1)C(=O)N2CCC[C@@H]2c3cc4n([nH+]3)[C@H](C[C@H](N4)CC)C(F)(F)F,C19522632,P28903001
CCc1cc(on1)C(=O)N2CCC[C@H]2c3cc4n([nH+]3)[C@H](C[C@H](N4)CC)C(F)(F)F,C19522738,P28903031
c1ccc2c(c1)[nH+]c3n2[C@@H](N=C4N3CN(CN4)CCC5=CCCCC5)c6ccccn6,C20101449,P29913188
c1ccc(cc1)CCN2CNC3=N[C@H](n4c5ccccc5[nH+]c4N3C2)c6ccco6,C20101801,P29915731
c1cc(ccc1C[C@@H]([NH+]2CCN(CC2)c3nc4ccc(cc4s3)Cl)O)[N+](=O)[O-],C01023600,P30409373
c1cc2c(cc1CN3CC[NH+](CC3)[C@@H]4CCCN(C4)C(=O)NC5CCCCC5)OCO2,C20773959,P30997263
c1ccc2c(c1)c(nn3c2nnn3)NCC4CC[NH+](CC4)Cc5ccc(cc5)F,C21777333,P32419084
CC1=C([C@@H](N2C(=N1)[NH+]=CN2)c3ccc(cc3Cl)Cl)C(=O)OC[C@@H]4CCCO4,C04987185,P50587404
c1ccc(cc1)c2csc3c2c(=O)[nH]c(n3)CSc4nnc(o4)c5cc[nH+]cc5,C23585129,P52735940
CC(C)CNC(=O)[C@@H]1Cc2cc(ccc2N3[C@@H]1C[NH+](CC3)C4CCCC4)[N+](=O)[O-],C35894844,P53285892
CC[NH+]1CCN(CC1)[C@@H](c2ccc(cc2)C)c3c(n4c(s3)nc(n4)c5ccco5)O,C22577385,P56716899
Cc1ccc2c(c1)C3=C([C@@H](O2)c4ccc(cc4)OC)[C@@H](N5C(=N3)[NH+]=CN5)c6cccnc6,C09309678,P57668219
CC(C)(C)[C@H]1C(=O)N2C(=NN1)SC(=N2)SCC(=O)C3=c4ccccc4=[NH+]C3,C39367395,P59657755
Cc1ccc(cc1N2CC[NH+](CC2)CC(=O)/[NH+]=C/3\C=CC4=NC(=NC4=C3)[O-])Cl,C39370701,P59664878
CC1=NON[C@@H]1N2CC[NH+](CC2)C[C@@H]3C=NN=C3c4ccc(cc4)c5ccccc5,C39420785,P59746145
CC1=NON[C@H]1N2CC[NH+](CC2)C[C@H]3C=NN=C3c4ccc(cc4)c5ccccc5,C39420788,P59746148
CC(C)(C)c1ccc(cc1)[C@H]2C3=C(CCN(C3)C(=O)CCc4cc(=O)[nH]o4)N=[NH+]2,C39420926,P59746685
c1ccc2c(c1)cc(o2)C3=NN=C[C@H]3CN4CC[NH+](CC4)[C@@H]5Nc6ccccc6O5,C39461204,P59811928
CN(C[C@H]1C2=C(CCCC2)N=N1)C(=O)C[C@H]3C(=O)NCC[NH+]3C4Cc5ccccc5C4,C39467584,P59820125
c1cc(c(c(c1Cl)C(=O)OCC(=O)/[NH+]=C/2\C=CC3=NC(=O)NC3=C2)Cl)Cl,C39699000,P60178404
c1cc2nc(cc(=O)n2cc1Cl)C[NH+]3CCN(CC3)C(=O)NC4CCCCC4,C40072416,P60815752
CC1=NC2=NC(=[NH+][C@H](N2C(=O)C1)c3ccccc3O)N4CCC(CC4)Cc5ccccc5,C20568175,P80575066
C[C@H]1C[C@@H](C[NH+](C1)C(C)(C)CNC(=O)N2CCN(CC2)C(=O)OC(C)(C)C)C,C59992863,P91516978
CCCCNC(=O)c1ccc(cc1)N2C(=O)[C@@]3([C@@H]4C(=c5ccccc5=[NH+]4)CCN3C2=O)C,C63351109,P97291969
c1ccc(cc1)[C@H]2C(=CN(N2)c3ccccc3)/C=N/N4[C@@H](N=[NH+]C4=S)c5ccncc5,C39336687,P97665173
C[C@H]1CC(=O)Nc2ccccc2N1C(=O)CN(C)c3c4c(cccc4F)[nH+]cn3,C54055780,P111694443
Cc1ccc2c(c1)[nH]c([nH+]2)[C@H]3CCCN3C(=O)C4CCN(CC4)C(=O)OCC(C)C,C72077312,P111872238
CCOc1ccccc1N2CC[NH+](CC2)CN3C(=O)[C@]4(C[C@H](CC(C4)(C)C)C)NC3=O,C23381684,P111942686
C[C@@H]1CCCN(C1)c2[nH]c(=O)c3c(n2)C[NH+](CC3)C[C@@H](C)Cc4ccc5c(c4)OCO5,C12184757,P112435708
C[C@H]1CN(C[C@@H](O1)C)c2[nH]c(=O)c3c(n2)C[NH+](CC3)C/C=C/c4ccc(cc4)OC,C72335687,P112438716
Cc1cccnc1Nc2cccc([nH+]2)[C@@H]3CCCN3Cc4ccc5c(c4)n(c(=O)n5C)C,C72375653,P112546936
Cc1cc[nH+]cc1NC(=O)C2CCN(CC2)c3ccc(cc3[N+](=O)[O-])C(F)(F)F,C78507449,P122516555
CC[NH+]1CCN(CC1)Cc2cc(=O)n3c([nH]2)nc(n3)c4ccc(cc4)C(C)(C)C,C35476181,P134747130
C[C@H](C(=O)NC1(CCCCCC1)c2nc(on2)[C@@H]3CCCO3)[NH+]4CCCCCC4,C89448647,P139834323
CC(C)(C)OC(=O)N1CCC2(CC1)[C@H]3CN(C[C@@H]3C[NH2+]2)C(=O)OCc4ccccc4,C91302616,P142820308
CC[NH+]1CCN(CC1)c2ncc(cn2)N3CCC(CC3)C(=O)NC4CCCCCC4,C65166767,P152066353
c1ccc(cc1)[NH+]2CCC(CC2)NS(=O)(=O)c3ccc(cc3[N+](=O)[O-])Cl,C53672346,P153710888
CC(=O)Nc1ccc(cc1)NC[C@H](COc2ccc(cc2)OC[C@@H](CNc3ccc(cc3)NC(=O)C)O)O,C06073799,P09230022
CCOc1ccc2c(c1)cc(c(=O)[nH]2)CN(CC[NH+]3CCCC3)C(=S)NCCC[NH+]4CCOCC4,C06196623,P10446491
CC(=O)NCc1cccc(c1)OC[C@H](C[NH2+]CCc2ccc(cc2)[N-]S(=O)(=O)c3ccccc3)O,C03923776,P10680245
c1cc(ccc1[N+](=O)[O-])OC[C@H](C[NH2+]CCCCCC[NH2+]C[C@@H](COc2ccc(cc2)[N+](=O)[O-])O)O,C12374658,P18183051
c1cn(c(=O)[nH]c1=O)[C@H]2[C@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OCCCCCC[NH3+])O)O,C12502471,P18373268
c1ccnc(c1)C[NH2+]C[C@@H](COc2ccc(cc2)OC[C@H](C[NH2+]Cc3ccccn3)O)O,C06475564,P19318457
C[NH+](Cc1ccccc1)C[C@@H](COc2cc(ccc2OC)C[NH2+]CCn3ccnc3)O,C12317209,P20476980
CC[NH+](CC)CCNC(=O)c1ccc(cc1)NC(=S)NC(=O)/C=C/c2ccc(c(c2)OC)OC,C13622057,P20977249
c1ccc(cc1)CCCOC(=O)CCC(=O)NC(=S)Nc2ccccc2C(=O)NCCO,C14651454,P22375932
COCCn1c(c(c2c1ncc(c2)NC[C@@H](CO)O)NC(=O)CCc3ccccc3)C(=O)OC,C14740471,P22485385
c1ccc(cc1)OCCOc2cccc(c2)C(=O)NC(=S)Nc3ccccc3C(=O)NCCCO,C14783886,P22536029
COc1cc(ccc1OC[C@H](C[NH+]2CCC(CC2)O)O)C[NH2+]CC(CC=C)(CC=C)O,C14948177,P22740347
COC(=O)C1CC[NH+](CC1)C[C@H](COc2cccc(c2)C[NH2+]CCCN3CCOCC3)O,C19227434,P28387307
c1c(c(nc(c1C#N)OCCOCCOCCOCCOc2c(cc(c(n2)N)C#N)C#N)N)C#N,C19909915,P29613688
C1COCC[NH+]1CCNC(=O)NCCCCCCNC(=O)NCCN2CCOCC2,C20160773,P30021206
C[NH+](Cc1ccccc1)C[C@@H](COc2cc(ccc2OC)C[NH2+]CCN3CCOCC3)O,C20514438,P30586416
C[NH+](Cc1ccccc1)C[C@H](COc2cc(ccc2OC)CNCC[NH+]3CCOCC3)O,C20514443,P30588325
CC[C@H]1C(=C(NC(=O)N1)COC(=O)CCNS(=O)(=O)c2ccc(cc2)NC(=O)C)C(=O)OCC,C21228910,P31683366
Cc1ccccc1OC[C@H](C[NH2+]CCN2CCN(CC2)C[C@H](COc3ccccc3C)O)O,C22924121,P34038788
c1cn(c(=O)[nH]c1=O)[C@H]2[C@@H]([C@@H]([C@@H](O2)CO[P@@](=O)([O-])O[P@@](=O)([O-])OCCCCCC[NH3+])O)O,C35340840,P52435700
c1ccc2c(c1)cccc2OC[C@H](C[NH2+]CCNC(=O)CCCC[C@@H]3[C@@H]4[C@@H](CS3)NC(=O)N4)O,C35395426,P52518366
CC(=CCC[C@](C)([C@@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)O)O)O)C,C35457506,P52610723
Cc1cc(nc(n1)N/C(=N\C(=S)Nc2cc(cc(c2)OC)OC)/NCCSCc3c([nH]cn3)C)C,C14159218,P55100515
CC(=CCC[C@@](C)([C@@H](C[C@@H](/C(=C/COC[C@@H]([C@@H]([C@@H]([C@@H](CO)O)O)O)O)/C)OC(=O)C)O)O)C,C35457519,P56755641
C/C=C\1/[C@@H](C(=CO[C@H]1O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OC[C@H]([C@@H]3CC[C@@H]([C@@H]3C(=O)[O-])C)C(=O)[O-],C38143644,P57408022
c1cc(ccc1OC[C@H](CNC[C@H]2CCCO2)O)OC[C@H](CNC[C@@H]3CCCO3)O,C13151612,P57495338
C[C@]1(CCS(=O)(=O)C1)NC(=S)NCCCCCCNC(=S)N[C@@]2(CCS(=O)(=O)C2)C,C13865110,P59510925
CC[NH+]1CCN(CC1)C[C@@H](COc2ccc(cc2OC)C[NH2+]CCCOC(C)C)O,C23374833,P59959661
C[C@H](C[C@H](N([C@@H](C[C@@H](C)O)O)C(=S)N([C@@H](C[C@@H](C)O)O)[C@@H](C[C@H](C)O)O)O)O,C35188400,P66135317
Cc1[nH+]cc(c(n1)N)CN(C=O)C(=C(CCO)SS/C(=C(/C)\N(Cc2cnc(nc2N)C)C=O)/CCO)C,C11616975,P66737876
c1cc(ccc1OC[C@H](C[NH2+]C[C@H]2CCCO2)O)OC[C@@H](CNC[C@@H]3CCCO3)O,C04262953,P74079259
Cc1cc(nc(n1)N/C(=N\C(=S)Nc2cc(cc(c2)C(=O)OC)C(=O)OC)/NCC[NH+]3CCOCC3)C,C14158236,P90682290
CC(=O)Nc1ccc(cc1)NC[C@H](COc2ccc(cc2)OC[C@H](CNc3ccc(cc3)NC(=O)C)O)O,C13563677,P90946025
c1cc(cc(c1)OCC(=O)N)CN(Cc2cccc(c2)OCC(=O)N)C[C@@H](CCl)n3cccn3,C69696893,P107333800
CC(=O)O[C@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](/C=N\C23CC4CC(C2)CC(C4)C3)[C@@H](CO)O[C@@H](/C=N/C56CC7CC(C5)CC(C7)C6)O)CO)O,C70670087,P109028511
CC(=O)O[C@@H]1[C@@H]([C@@H](O[C@@H]([C@@H]1O)O[C@@H](C/[NH+]=C/c2ccccc2O)[C@@H](CO)O[C@@H](C/[NH+]=C/c3ccccc3O)O)CO)O,C70672768,P109033261
C/C(=C\C(=O)NCCC[C@H]1C(=O)N[C@@H](C(=O)N1)CCCNC(=O)/C=C(\C)/CCO[C@@H]2[C@@H]([C@@H]([C@@H]([C@@H](O2)CO)O)O)O)/CCO,C72320092,P112401764
CCOC(=O)C1=C(NC(=C([C@@H]1c2ccccc2Cl)C(=O)OC)C)COCCN[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O,C77271516,P120548190
COc1ccccc1OCC[NH2+]C[C@@H](COc2cccc3c2c4ccccc4[nH]3)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)C(=O)[O-])O)O)O,C77285390,P120568377
Cc1c(c(c(c(c1O)OC)OC)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)C(=O)[O-])O)O)O)CCCCCCCCCCO,C77300500,P120597085
c1cc(c[nH+]c1)[C@H](C[NH2+]CCc2ccc(cc2)NS(=O)(=O)c3ccc(cc3)n4c(=O)n(nn4)CCCC5CCCC5)O,C03919992,P126222100
c1ccc(cc1)c2ccc(cc2)CN(CCC[NH+]=C(N)N)S(=O)(=O)CCCNC(=[NH2+])N,C95945842,P151081769
c1cc(ccc1CC(=O)CNC[C@H]2CCCO2)Oc3ccc(cc3)NC(=O)C[NH2+]C[C@@H]4CCCO4,C96305844,P151871931
c1cc(ccc1CC(=O)CNC[C@@H]2CCCO2)Oc3ccc(cc3)NC(=O)C[NH2+]C[C@H]4CCCO4,C96305845,P151871932
CCCC(=O)OC[C@H](CO[P@@](=O)([O-])OC1[C@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)OC(=O)CCC,C96327849,P151966197
CCCC(=O)OC[C@H](CO[P@@](=O)([O-])OC1[C@H]([C@H](C([C@H]([C@@H]1O)O)O)O)O)OC(=O)CCC,C31538206,P151966200
COc1ccc(cc1OC)CC[NH2+][C@H]2CC(=O)N(C2=O)c3ccc(cc3)N4C(=O)C[C@@H](C4=O)[NH2+]CCc5ccc(c(c5)OC)OC,C98044505,P155771113
CC(=O)NCc1cccc(c1)OC[C@@H](C[NH2+]CCc2ccc(cc2)[N-]S(=O)(=O)c3ccccc3)O,C98092242,P155915809
CCCCCCCCCCO[C@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)CO)O[C@@H]2[C@@H]([C@@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,C98230186,P156228517
c1cc(cc(c1)[N+](=O)[O-])C(=O)NNC(=O)CCCCCCCC(=O)NNC(=O)c2cccc(c2)[N+](=O)[O-],C98232616,P156234161
COc1ccc(cc1CSc2nc(cc(n2)N)N)Cl,C07203118,P19599199
CCc1c(c(nc2c1c(c(s2)C(=O)c3ccccc3)N)N)C#N,C19337968,P28572040
c1cc(ccc1C(=O)NC23CC4CC(C2)CC(C4)C3)NC(=O)N,C21959200,P32683873
Cc1cc(c2c(c1)nc(o2)c3cc(c(c(c3)N)OC)N)C,C26509059,P39103498
CCOc1ccc(cc1N)C(=O)c2ccc(c(c2)N)OCC,C00297958,P56376007
CCC[C@@](C)(C(=O)Nc1cc(ccc1C(=O)[O-])Br)[NH3+],C40486580,P61458911
CCCCNc1c(c(ncn1)NC2CCCCCC2)N,C40706735,P61790865
CC[C@H]1CC[C@@H]([C@@H](C1)Sc2nc(cc(n2)N)N)C#N,C41023691,P62258003
C[C@H](CC(C)C)NC(=O)C1(CCCCCC1)/C(=N/O)/N,C44785012,P67539317
CC[C@@H]1CCCC[C@H]1NC(=O)C2(CCCCC2)/C(=N/O)/N,C44786079,P67540614
CC[C@@H](c1cccs1)NC(=O)C2(CCCCC2)/C(=N/O)/N,C44786328,P67540863
CC[C@H](c1cccs1)NC(=O)C2(CCCCC2)/C(=N/O)/N,C44786329,P67540864
CCCC1CCC(CC1)NC(=O)C2(CCCC2)/C(=N/O)/N,C44786370,P67540905
CCC[C@@H](/C(=N/O)/N)C(=O)NC1CCCCCCC1,C44863258,P67637152
CCC[C@H](/C(=N/O)/N)C(=O)NC1CCCCCCC1,C44863260,P67637154
C[C@@H]1CCC[C@@H]([C@@H]1C)NC(=O)[C@@H](C(C)C)/C(=N/O)/N,C44863987,P67637889
CC[C@H]1CCCC[C@H]1NC(=O)[C@@H](C(C)C)/C(=N/O)/N,C44875147,P67649328
CCCCNC(=O)NNC(=O)Nc1ccc(cc1)Br,C48955111,P73139322
CC[C@H]1CCCC[C@@H]1Nc2ccc(cc2N)S(=O)(=O)NC,C49118607,P73365827
CC[C@H]1CCCC[C@H]1Nc2cc3c(cc2N)c(=O)[nH]cn3,C49118691,P73365978
CC[C@H]1CCCC[C@@H]1Nc2cc3c(cc2N)OCC(=O)N3,C49118697,P73365988
CCCC1CCC(CC1)NS(=O)(=O)c2ccccc2NN,C49548265,P73980356
CCCc1c(c(n[nH]1)C(=O)NCCC2CCCCC2)N,C50322450,P75267899
CCCc1c(c(n[nH]1)C(=O)N[C@@H]2CCCC[C@H]2CC)N,C50322980,P75268429
C[C@H](C1CCCCC1)NC(=O)c2c(c([nH]n2)C(C)C)N,C52331949,P78318689
C[C@H](C1CCCCC1)NC(=O)C2(CCCCC2)/C(=N/O)/N,C52344508,P78334070
Cc1cc(c2c(c1)c(nc(n2)N/C(=[NH+]\C(=O)C(C)(C)C)/N)C)C,C18137181,P97578614
CC[C@@H]1CCC[C@H](C1)NC(=O)C2(CCCCC2)/C(=N/O)/N,C68588893,P105257409
C[C@H](C(C)C)C(=O)N[C@@H](C1CCCCC1)/C(=N/O)/N,C70126798,P108094697
C[C@H](C1CCCC1)NC(=O)C2(CCCCCC2)/C(=N/O)/N,C70308972,P108385323
CCc1ccc(cc1)[C@@H](C)NC(=O)Nc2ccccc2CC(=O)N,C45725387,P111567837
c1c(cc(c2c1c(c([nH]2)[O-])/N=[NH+]\C(=S)N)Cl)Cl,C17313931,P113813051
CC[C@@H](C)[C@H](C(=O)N)NC(=O)c1cc2cc(ccc2[nH]1)Cl,C74041320,P115346784
CC[C@H]1CCCC[C@H]1NC(=O)NNC(=O)c2c[nH]c3c2cccc3,C79541599,P124256461
CC[C@@H](C)[C@H](C(=O)NCC1CCCCCCC1)NC(=O)N,C80444347,P125616214
C[C@@H](CNC(=O)c1cc(c(c(c1)Cl)NN)[N+](=O)[O-])C(C)C,C81114870,P126660182
C[C@H]1C[C@@H](CC(C1)Nc2ccc(cc2N)S(=O)(=O)NC)C,C84973952,P132987463
Cc1cc(c(cc1Cl)OC)NCCC(C)(C)/C(=N/O)/N,C87592999,P137010226
CC(C)(C(=O)Nc1ccc(cc1C(=O)[O-])Cl)C(C)(C)[NH3+],C87628506,P137075001
CC(C)(C)CC(C)(C)Nc1c(c(cc[nH+]1)C(=O)[O-])N,C88801806,P138912718
CCCCN1C(=[NH2+])[C@@H]([NH+]=C1C(C)(C)C)c2c[nH+]cn2CC,C90172525,P140953382
CCNC(=O)C[C@H](C(=O)N)Nc1ccccc1Br,C91316835,P142837317
Cc1cc(c2c(c1)c(c([nH]2)C(=O)NCCc3csc(n3)N)C)C,C91441572,P143090659
CCN(CC)C(=O)NC1(CCCCCCC1)/C(=N/O)/N,C91962433,P143961990
C[C@H]1CCCN(C1)C(=O)NC2(CCCCCC2)/C(=N/O)/N,C91992667,P144006229
CCCCC1CCC(CC1)C(=O)Nc2c(c[nH]n2)C(=S)N,C93349193,P146162919
CC1(CCC[C@@H]1NC(=O)C2(CCCCCC2)/C(=N/O)/N)C,C94331735,P147848804
CC1(CCCC[C@@H]1NC(=O)C2(CCCCC2)/C(=N/O)/N)C,C94331777,P147848846
